,HGNC Symbol
7725,SUOX
7729,RDH16
7731,ACVRL1
7737,SMARCC2
7738,BRCA2
7739,KANSL2
7740,CERS5
7741,MAP3K12
7747,ESYT1
7749,ANKRD52
7755,LPAR6
7757,RB1
7758,SBNO1
7760,SETD1B
7761,VPS33A
7764,DENR
7765,DIAPH3
7768,SRRM4
7777,TTC6
7782,TSSK4
7783,NOVA1
7785,MDGA2
7789,RTN1
7793,NAA30
7794,ADAM21
7798,WDR89
7800,KCNH5
7801,STON2
7806,AK7
7808,SLC24A4
7816,SLC12A6
7818,MFAP1
7819,TCF12
7822,ZSCAN29
7824,DUOX2
7827,FGF7
7828,HDC
7834,DISP2
7840,PSTPIP1
7841,ETFA
7847,NCOA2
7849,MAN2C1
7851,TLNRD1
7853,IGF1R
7857,CYP11A1
7859,PML
7860,CYP1A1
7861,ADAMTS17
7862,LINS1
7865,PCSK6
7866,CCDC33
7871,HAPLN3
7872,RHCG
7875,FANCI
7877,WDR93
7878,TICRR
7879,NTRK3
7880,DET1
7883,UNC45A
7885,MCTP2
7887,IQGAP1
7888,CRTC3
7890,SH3GL3
7893,GLYR1
7894,PMM2
7895,SLC5A2
7896,ITGAX
7899,ARMC5
7905,ARHGAP17
7907,ABCC12
7908,NKD1
7909,DHX38
7913,ZFHX3
7914,CLEC18B
7915,CPNE2
7916,NLRC5
7919,ADAMTS18
7920,NUDT7
7924,CDH11
7926,MAP1LC3B
7927,MBTPS1
7928,CDH13
7931,ADAD2
7933,IRF8
7935,RPL3L
7936,ZSCAN32
7937,RPS2
7942,TCF25
7943,GALNS
7946,NCOR1
7950,MYOCD
7951,KSR1
7954,CTRL
7955,DPEP3
7959,UNC45B
7963,KIF2B
7968,SGSM2
7969,NPEPPS
7971,LRRC46
7973,SSH2
7976,ARSG
7977,ABCA8
7979,CLTC
7981,BCAS3
7983,SS18
7984,TAF4B
7985,AFG3L2
7989,SLC39A6
7990,RPRD1A
7993,ASXL3
7996,SLC25A52
7997,GAREM1
7999,OSBPL1A
8000,GATA6
8001,GREB1L
8006,ARRB2
8010,MINK1
8011,SAT2
8013,PIK3R5
8014,TP53
8015,CCDC40
8017,TMC6
8019,CARD14
8029,FOXK2
8030,TRIM65
8035,ZNF750
8037,CBX4
8040,MAPK4
8042,MBD1
8043,SMAD4
8045,ZCCHC2
8046,FBXO15
8047,CBLN2
8050,NT5C3B
8052,ERBB2
8053,GRB7
8055,PNMT
8059,FKBP10
8061,CACNA1A
8064,BRD4
8068,PLPP2
8070,PRDM15
8071,PFKL
8072,FEM1A
8073,VAV1
8077,SH3GL1
8078,DUS3L
8079,DPP9
8083,ZFP14
8084,SIRT3
8085,IFITM3
8087,HUNK
8088,COL6A1
8089,IFNAR1
8090,SOD1
8091,COL6A2
8093,DNMT3L
8094,TRPM2
8095,SCYL1
8096,TMEM50B
8099,URB1
8100,AKT1
8105,LMTK3
8108,WTIP
8109,ADAMTS10
8110,SLC6A3
8113,MYO1F
8115,NLRP12
8119,FBN3
8120,CARM1
8125,GPR32
8126,SIGLEC10
8127,ACP4
8129,ZNF473
8137,IGLON5
8139,ZNF614
8141,RERE
8142,MMEL1
8143,CFAP74
8144,PRDM16
8146,PADI3
8148,PADI1
8149,EPHA2
8150,ARHGEF19
8154,MYOM3
8157,RPL11
8161,KIAA0319L
8163,C1orf94
8164,DMRTA2
8166,MAP3K6
8168,GPN2
8169,SYTL1
8170,WDTC1
8171,CELA3A
8172,NBPF3
8173,HSPG2
8174,ITGB3BP
8176,BCL10
8178,PRKACB
8179,PIGK
8184,PTPRF
8186,MOB3C
8187,CYP4B1
8189,DMRTB1
8190,LMO4
8192,BARHL2
8193,MTF2
8195,IGSF3
8196,ZNF697
8198,STRIP1
8199,KCNA10
8205,CELSR2
8208,ALDH9A1
8209,ATP1B1
8215,DCAF6
8222,XCL2
8223,POU2F1
8224,MAEL
8228,ADCY10
8232,PPOX
8233,FCGR2A
8234,NUF2
8236,SDHC
8239,USP16
8241,PRCC
8248,CRABP2
8249,HDGF
8250,ABL2
8251,XPR1
8255,HMCN1
8257,LYPLAL1
8259,PRUNE1
8263,ECM1
8266,CGN
8268,SETDB1
8273,PI4KB
8275,ANP32E
8281,SEMA6C
8283,ARNT
8284,POGZ
8285,C1orf56
8287,HORMAD1
8288,GOLPH3L
8291,KCNH1
8299,SUSD4
8301,HHIPL2
8302,TP53BP2
8304,FLG2
8306,ADAM15
8310,TPM3
8311,NUP210L
8314,S100A7
8315,UBAP2L
8317,HAX1
8318,CREB3L4
8319,EFNA3
8321,KCNN3
8323,GATAD2B
8326,INTS3
8327,PKLR
8330,ACTA1
8332,GALNT2
8335,LYST
8336,MAP3K21
8337,CEP170
8341,NVL
8342,SDE2
8348,ITPKB
8350,CDC42BPA
8354,PARP1
8360,REN
8361,SOX13
8363,PPFIA4
8364,PLEKHA6
8365,PTPN7
8366,SYT2
8371,RHOB
8372,ATP6V1C2
8374,GALM
8376,ABCG8
8377,EML4
8379,CHAC2
8382,VPS54
8383,REG3G
8384,ASXL2
8385,ETAA1
8393,SNRNP200
8394,MRPS5
8398,EXOC6B
8399,SFXN5
8400,TEX261
8402,DUSP11
8403,ST6GAL2
8408,C1QL2
8409,TMEM177
8410,NT5DC4
8414,ZC3H8
8416,CNGA3
8419,AFF3
8421,NXPH2
8423,THSD7B
8427,GALNT13
8428,PKP4
8429,SCN1A
8430,SLC4A10
8432,LNP1
8433,ZNF385B
8435,CDCA7
8437,UBR3
8440,FAM171B
8441,HSPD1
8444,UNC80
8447,NBEAL1
8448,KANSL1L
8449,SPAG16
8450,ABCA12
8451,SUMF1
8452,NYAP2
8454,ACKR3
8455,TRPM8
8457,ESPNL
8458,ANKMY1
8460,DIS3L2
8461,CPNE9
8462,FANCD2
8468,CNOT9
8472,GRIP2
8474,CNTN4
8476,RBMS3
8477,GADL1
8478,OSBPL10
8480,ACKR2
8484,ITGA9
8485,SLC22A14
8486,GOLGA4
8488,STAC
8490,CAND2
8492,PTPRG
8496,UBA3
8499,LRIG1
8500,LRTM1
8505,COL8A1
8508,MYH15
8509,PHLDB2
8512,PLA1A
8515,IGSF11
8517,NR1I2
8518,BOC
8520,TMEM108
8521,AGTR1
8522,MED12L
8528,SPATA16
8529,FAM86B1
8530,LPP
8539,STXBP5L
8543,MUC4
8545,EIF2B5
8547,ECE2
8548,VWA5B2
8549,DGKQ
8550,FIP1L1
8554,EPHA5
8555,CORIN
8573,ANK2
8580,SETD7
8582,MARCHF1
8584,RPS3A
8586,PDGFC
8588,GLRA3
8594,CDH18
8595,ADAMTS16
8597,MYO10
8601,OSMR
8602,UGT3A1
8606,PIK3R1
8610,BHMT
8611,ANKRD31
8612,IQGAP2
8614,RASA1
8618,PAM
8619,BDP1
8623,FBXL17
8627,FEM1C
8630,MEGF10
8631,ADAMTS19
8633,ARHGAP26
8636,SLC25A48
8637,DDX46
8639,TIMD4
8640,RNF145
8641,C1QTNF2
8642,GABRA6
8643,GABRB2
8644,FBXO38
8649,G3BP1
8651,N4BP3
8656,TENM2
8659,MYLK4
8661,TBC1D7
8664,CDKAL1
8665,PSD2
8670,DCDC2
8671,SLC17A4
8674,TRIM41
8676,FAM193B
8683,ABT1
8685,DAAM2
8687,MLIP
8688,HMGCLL1
8689,LGSN
8690,FGD2
8691,SCUBE3
8693,CRIP3
8694,TTBK1
8695,TCTE1
8697,NFKBIE
8701,PHIP
8702,PRSS35
8703,MMS22L
8708,RARS2
8709,SCML4
8710,TBC1D32
8711,CLVS2
8712,GPR6
8713,RNF217
8714,RSPO3
8715,ARHGAP18
8724,SHPRH
8727,TIAM2
8730,WTAP
8731,ZMYM4
8734,SLC22A3
8735,VWDE
8738,SDK1
8741,RBAK
8743,FERD3L
8744,EGFR
8751,POMZP3
8754,PSPH
8755,TRIM50
8756,ZNF92
8758,TMEM168
8761,SLC12A9
8763,TRIM4
8765,ZAN
8766,TMEM209
8767,AGBL3
8772,EPHA1
8773,NOM1
8775,NCAPG2
8777,NLGN4X
8778,SHROOM2
8781,DENND2A
8788,KDM6A
8790,MSN
8792,CCNB3
8803,ZMYM3
8804,TAF1
8805,GPR174
8806,NONO
8808,LPAR4
8810,AWAT2
8811,OGT
8813,ITGB1BP2
8814,IL2RG
8816,ZNF711
8817,CPXCR1
8818,DIAPH2
8821,PRPS1
8823,FRMPD3
8825,DOCK11
8826,IGSF1
8827,ARHGAP36
8828,GPC3
8830,RBMX
8832,MFHAS1
8837,ZNF185
8839,RPL10
8841,ATP6V1B2
8845,CHRNA6
8851,DOCK5
8855,SNTG1
8856,PXDNL
8857,ST18
8858,RGS20
8863,NSD3
8864,DNAJC5B
8867,ADHFE1
8874,SLC26A7
8876,ATP6V0D2
8877,SYBU
8878,DPYS
8879,MTDH
8880,LRP12
8881,EBAG9
8882,RSPO2
8884,MAL2
8890,GSDMC
8891,FAM135B
8893,ARHGAP39
8898,UHRF2
8899,NFIB
8900,CER1
8903,HAUS6
8906,CDKN2A
8913,CEP78
8914,NTRK2
8916,SHC3
8922,ZNF462
8926,SNX30
8931,CRB2
8934,ASTN2
8942,MED24
8943,REXO4
8949,CIZ1
8951,SH3GLB2
8955,LRSAM1
8956,HMCN2
8961,LCN9
8962,SEC16A
8963,DPH7
8964,NOTCH1
8965,CACNA1B
8967,PROSER2
8968,USP6NL
8972,FAM171A1
8974,SLC39A12
8978,PARD3
8979,ANKRD30A
8980,ZEB1
8981,FAM13C
8983,A1CF
8984,CDHR1
8987,POLR3A
8988,HERC4
8994,HTR7
9003,PLEKHS1
9004,TCF7L2
9005,MKI67
9009,LRRC27
9014,TAF5
9017,CNNM2
9018,PDCD11
9019,ADAM12
9021,BTBD10
9023,GAS2
9024,SLC5A12
9026,LRRC4C
9032,SYT8
9034,ZNF215
9038,DGKZ
9040,TNKS1BP1
9041,GLYAT
9044,SSRP1
9045,SLC43A1
9046,PTPRJ
9048,ARFGAP2
9049,CELF1
9055,KLHL35
9056,TENM4
9058,CAPN5
9060,PAK1
9062,ZC3H12C
9064,NCAM1
9065,DRD2
9067,HTR3B
9069,ATM
9071,GLB1L2
9075,GRIK4
9077,HYOU1
9079,ADAM33
9080,SLC22A8
9083,MTA2
9088,EML3
9098,CCDC15
9099,CHEK1
9100,FEZ1
9102,KIRREL3
9107,TAGLN
9108,JPH2
9116,SOGA1
9119,CDH22
9125,SLC22A9
9128,FERMT3
9129,PLCB3
9130,MRPL49
9138,TLCD3B
9141,TAOK2
9143,HMGA2
9144,MMP3
9145,KSR2
9146,CNTN5
9148,CLEC1A
9149,MKX
9151,ITGB1
9156,PCDH15
9160,ARID5B
9161,KLHL1
9162,CDH8
9164,TMCO3
9167,EEF1AKMT1
9168,LATS2
9170,ADGRL3
9172,FAM124A
9176,LYPD6B
9178,ADRA2A
9179,GPM6A
9180,WDR17
9183,CCDC102B
9185,CNDP1
9186,FSIP1
9189,RGS18
9196,DOCK1
9199,PIH1D2
9207,FREM2
9208,FOXO1
9209,CRIM1
9211,ABCB9
9213,DHX37
9214,UBC
9215,ITPR1
9221,GPR158
9223,CACNA2D4
9225,CACNA1C
9230,UEVLD
9235,UBE3B
9236,ANK3
9240,DLG5
9242,SLC2A13
9243,GXYLT1
9245,DIP2C
9247,MAGI1
9251,AKAP6
9252,NPAS3
9256,EXT2
9258,ALLC
9264,ADAMTS12
9266,NEK7
9268,FER
9270,ANKRD50
9271,UPF2
9273,SCLT1
9276,FRMD4A
9277,SLC25A31
9278,PTPRO
9279,EPS8
9283,NCAPD3
9284,VTI1A
9287,ANO4
9290,DRD3
9291,MMAA
9292,ZNF827
9295,NR3C2
9296,AKR1C2
9297,DPYSL4
9300,ITIH2
9303,ANKAR
9305,MFSD6
9306,RNF144A
9307,ASAP2
9310,KCNJ1
9311,TMEM45B
9317,BICD1
9318,SAV1
9321,NBAS
9322,ZNF385D
9326,GABRA2
9327,SACS
9329,PABPC3
9330,CENPJ
9334,PARP8
9335,GFRA1
9337,DST
9339,TIAL1
9341,GLT1D1
9342,TMEM132D
9343,RBM46
9344,IQCJ-SCHIP1
9345,MCHR2
9347,AP1S3
9348,RABGAP1L
9349,CCDC74B
9353,ASTN1
9356,PTPN14
9357,MGAT5
9360,HSPB8
9362,TMEM178A
9363,POU4F1
9365,CYSLTR2
9366,GRID2
9368,RIT2
9369,SETBP1
9371,EPG5
9372,PSTPIP2
9374,HAUS1
9380,PDE3B
9381,TCF7L1
9391,GUCY1A2
9392,CWF19L2
9393,JMY
9395,XRCC4
9396,BOLL
9398,ZNF773
9400,ZNF256
9403,OLAH
9406,ZSCAN1
9410,CAMK4
9412,ZFP36L2
9414,PLEKHH2
9417,GRIA4
9418,IGSF10
9419,SPEF2
9421,DSPP
9423,MEPE
9428,GJA1
9431,CLEC4F
9432,SLC30A6
9433,PELO
9434,RASGRP3
9436,CATSPER3
9441,FARP1
9444,PANK1
9445,PRDM8
9446,BMP3
9449,UTRN
9450,GRM1
9451,PTPRK
9453,CNTNAP4
9454,ZNF117
9456,LMNTD1
9459,MED21
9460,PLOD2
9461,STK32B
9463,JAKMIP1
9464,ZIC1
9465,ADGRA3
9466,CPB1
9468,LGI2
9472,CENPH
9473,CDYL
9479,ACMSD
9480,ACOXL
9481,BCL2L11
9482,ANAPC1
9484,SCOC
9487,SMARCA5
9489,BMP6
9490,RGPD3
9492,HNRNPU
9493,RANBP2
9494,AHCTF1
9497,OR14K1
9498,PTPRR
9499,NR4A2
9500,CCDC148
9501,PLA2R1
9503,SCN3A
9504,FEZF2
9507,ADGRF1
9509,FRMD1
9512,TRAPPC8
9513,FAM81B
9516,PLEKHG4B
9521,ING1
9523,SPACA7
9524,ADPRHL1
9532,PTPRD
9537,TGIF2LX
9544,SPHKAP
9546,PID1
9547,TRIP12
9551,ZNF599
9555,SREK1
9556,CHD1
9557,ANKFN1
9558,DGKE
9559,HS2ST1
9560,MSI2
9561,CACNA2D1
9563,HS3ST3A1
9566,SEMA3D
9570,SLC5A10
9571,AK5
9574,ANKRD29
9578,DNAAF1
9581,JPH3
9584,UBASH3B
9585,ROBO4
9586,ROBO3
9587,PANX3
9590,RETREG1
9591,CDH12
9594,ABI3BP
9595,ANGPT1
9598,CERS3
9600,LRRK1
9601,CEP112
9603,ABCA9
9604,ABCA6
9607,ENPP3
9611,DISP1
9612,TNIK
9615,PGM5
9617,OBSCN
9618,LONRF1
9621,PPP1R3A
9623,ASZ1
9624,SH3RF1
9627,GPR26
9630,C10orf90
9632,ATP5MC3
9633,CNTNAP3B
9637,SORBS2
9638,ELOC
9646,TMPRSS15
9647,NCAM2
9648,L3MBTL4
9649,PDE1C
9655,ADAMTS1
9656,ADAMTS5
9658,SLFN13
9660,XPC
9661,CCDC174
9662,FGD5
9663,FLCN
9666,PLCL2
9667,CXXC1
9669,PPP4R1
9671,PIEZO2
9673,USP43
9676,EPHB1
9677,ACSS1
9680,CA10
9681,VOPP1
9684,DKK2
9686,RSPH10B
9687,FBXL18
9688,CNTNAP5
9689,PROM2
9691,ODF1
9693,PTPRN2
9696,PIP4P2
9700,TTC39B
9702,MMS19
9703,OR4K1
9704,PI4K2A
9710,SLC25A28
9711,HSPA13
9712,SAMSN1
9713,USP25
9717,MOV10
9718,RHOC
9722,HEATR3
9723,TRIM74
9724,NIFK
9726,SLC7A7
9727,MAGEC1
9728,LARP1
9730,GRIA1
9735,ZKSCAN2
9737,XAGE2
9738,PIK3AP1
9740,TTN
9741,VSIG4
9745,OTOA
9748,FLACC1
9749,C2CD6
9752,SPAG17
9754,FMN2
9758,ELMO1
9762,SAXO1
9764,SLC24A2
9765,TRIM42
9767,ADCY8
9768,RASA2
9771,SLA
9776,AFF2
9777,MICU3
9780,KIF5A
9787,CFAP70
9790,GNAQ
9791,WIF1
9792,UGT2B11
9794,MMP16
9796,KCNMA1
9799,ADAMTS3
9807,ADAMTSL3
9812,N6AMT1
9817,NAA11
9819,CLDN17
9820,CLDN8
9822,TIAM1
9823,SCAF4
9829,SORCS3
9832,FUT6
9833,TDRD9
9835,PCDH1
9837,GDF6
9840,PTDSS1
9843,KCNS2
9845,SUPV3L1
9847,EEF1A1
9849,HKDC1
9852,PHF6
9854,LRFN2
9862,KAT6B
9865,UNC5D
9866,GLYATL2
9870,BAG4
9872,TBC1D31
9874,ATAD2
9878,PRR14
9879,FBRS
9885,ITGAD
9886,ADGRG4
9887,ZIC3
9889,VPS8
9894,BUB1B
9896,EIF4A2
9897,BRPF1
9903,EXOG
9905,SHCBP1L
9907,ZFYVE9
9908,ATP2B2
9910,SLC6A1
9911,SMG1
9912,FCHO2
9913,RBPMS
9916,C8A
9919,NRG1
9923,LRP8
9925,PAXIP1
9931,FZD1
9932,GATAD1
9936,DHRS4
9938,CLEC18C
9939,ARMC12
9945,CACNA1D
9947,KIT
9948,HYDIN
9951,CACNA2D3
9952,RNF111
9955,MYO1E
9958,AFAP1L1
9961,DYRK1A
9963,KCNJ15
9964,ERG
9968,SLC35B2
9970,MX1
9971,CREB3L1
9974,SLC38A10
9976,PALM2AKAP2
9978,DGKI
9980,SVOPL
9982,UBN2
9983,BRAF
9984,SLC34A2
9985,ACAN
9987,CABP1
9988,WDR19
9994,DPYSL5
9996,RAB28
9998,TNFRSF14
9999,PANK4
10002,C12orf43
10005,RADIL
10009,AGAP1
10015,BABAM2
10016,TRIM63
10019,DUSP2
10021,UBXN11
10022,NLRP14
10024,GALNT14
10026,HPD
10027,RHPN1
10031,XDH
10033,CNNM4
10036,TMSB15A
10037,FANCC
10041,ESYT3
10044,CLSTN2
10045,COLEC12
10047,CUL4B
10049,SLC13A3
10052,AUTS2
10053,SHROOM4
10056,H4C8
10058,EIF5B
10063,KCNB1
10065,NRG2
10068,CD1D
10069,CD1A
10073,DNAH3
10074,CD1E
10076,CPA2
10078,CPA5
10080,PPP1R9A
10081,ZC3H18
10083,POM121L2
10084,GDPD5
10085,DYNC1I1
10086,PFKFB1
10089,PPP1R15B
10091,EMSY
10094,PKD1L1
10097,ELK4
10099,SLC45A3
10101,RNF166
10103,HTR6
10106,USF1
10108,SPATA2L
10109,NIT1
10115,VWA5B1
10116,CDA
10119,DMTN
10120,ADAMTS4
10123,SLC5A11
10124,FCER1G
10131,CACHD1
10133,RAPGEF6
10134,EPB41
10136,ALG8
10137,FBXW5
10140,PAXBP1
10145,SON
10147,SV2A
10161,CLIC6
10163,RUNX1
10169,GJD2
10170,ACTC1
10171,MORC3
10172,MPP7
10174,SIM2
10175,HLCS
10176,GOLGA6A
10177,SCUBE1
10179,ADPGK
10181,PLA2G4D
10182,PADI4
10186,ATP13A2
10190,BTG2
10191,CES5A
10195,ALDH4A1
10196,STARD9
10198,TCHH
10200,UBR1
10201,AMFR
10203,TGM7
10204,RGL4
10206,PGLYRP3
10207,ISL2
10218,EFCAB14
10222,LRRC36
10228,CARMIL2
10230,PIP
10232,RGS12
10234,ZYX
10243,ZNF233
10248,ARHGAP35
10249,PTGIR
10253,IQCC
10256,ZBTB8A
10257,ATAD3B
10262,VIP
10264,ANKLE1
10266,VMA21
10267,KALRN
10268,CILP2
10274,UBASH3A
10276,SLC37A1
10278,WDR4
10282,U2AF1
10287,G6PD
10291,TRAPPC10
10292,GAB3
10293,HES1
10297,ZNF66
10299,ITGB2
10301,RALGDS
10302,FTCD
10303,SPATC1L
10305,VAV2
10306,MCM3AP
10308,PCNT
10309,DIP2A
10313,ZNF208
10316,SLC2A6
10317,ZNF761
10321,ZNF714
10322,GPSM1
10328,SHKBP1
10332,PKN3
10333,SPTBN4
10334,BRSK1
10337,PAN2
10339,TAOK1
10342,SIK3
10347,PCSK7
10352,CXCR5
10353,ZBTB7B
10356,VPS11
10358,ADAR
10360,UBE2Q1
10363,ANO10
10364,FDPS
10365,RUSC1
10370,LMNA
10372,NBEAL2
10379,LRRC71
10380,FCRL3
10382,FGFR4
10385,NACC1
10394,TONSL
10397,RECQL4
10401,PPP1R16A
10419,MFSD12
10420,YDJC
10421,CCDC116
10424,ABCF3
10426,FBXO27
10429,BDH1
10430,NPHS1
10433,ZNF382
10436,PER1
10437,IKZF3
10439,AR
10444,SRSF2
10445,ZNF577
10448,KASH5
10450,ALDH16A1
10452,ITGA5
10453,SIGLEC11
10459,NAGS
10464,SHANK1
10465,FAM171A2
10467,PLCD3
10468,FMNL3
10472,LARP4
10475,KRT84
10476,KRT82
10481,ALOX15
10489,ASGR2
10493,EIF4A1
10498,PRR35
10499,WDR90
10508,CCNF
10509,TBC1D24
10517,ADCY9
10518,SHANK2
10519,CLPB
10525,UBXN1
10528,TAF6L
10529,NXF1
10534,SYVN1
10536,RPS6KA4
10537,LRP5
10538,TPCN2
10540,CYP4A22
10542,TAL1
10544,BEND5
10545,ELAVL4
10547,ZYG11B
10552,FAM151A
10555,BSND
10559,PRKAA2
10560,KLHL21
10561,ZSWIM5
10563,SLC45A1
10565,AK3
10566,JAK1
10567,RAVER2
10568,CTRC
10573,TMEM82
10575,AKR7A3
10580,MATN1
10583,PEF1
10584,SYNC
10585,RBBP4
10586,KIAA1522
10588,TMCO4
10596,FAAP20
10597,MEGF6
10598,CCDC27
10601,C1orf87
10603,OMA1
10604,MYSM1
10607,FUBP1
10610,ADGRL4
10611,LRRIQ3
10612,LRRC53
10614,LHX8
10615,SNX7
10617,NTNG1
10620,AKNAD1
10624,ATXN7L2
10625,GBP4
10627,HFM1
10628,BRINP3
10629,GFI1
10630,KCNT2
10632,VCAM1
10638,NLRP3
10640,TRIM58
10644,IGSF8
10645,DDR2
10648,NCSTN
10652,FCRLB
10654,SLC9C2
10657,LMX1A
10662,RBM15
10664,AXDND1
10665,TDRD5
10667,SNED1
10669,SPATA17
10672,NBPF20
10674,WDR64
10675,KIF26B
10678,PPP1R21
10679,KLHDC8A
10680,PM20D1
10689,PIGR
10693,WDR26
10694,REL
10701,CAPN13
10702,LRRTM1
10703,MEMO1
10711,KCNJ3
10715,DUSP19
10719,ZSWIM2
10722,WDCP
10723,SMC6
10725,CCDC74A
10727,ANKRD30BL
10728,COQ8A
10730,TEKT4
10736,SGPP2
10738,XIRP2
10739,BBS5
10740,SMARCAD1
10742,PDLIM5
10744,STPG2
10746,RPRD2
10748,CTSS
10758,ERCC3
10759,RNF149
10760,IWS1
10761,BOLA3
10764,LCE3D
10766,IVL
10767,SPRR3
10768,DHX57
10770,BMP10
10772,ARHGAP25
10779,CRYGC
10784,ALPP
10785,GABRG1
10787,GABRB1
10790,ALPI
10798,PMVK
10799,PBXIP1
10801,PYGO2
10802,HIPK1
10804,DCST2
10805,DCST1
10806,COL6A3
10808,YY1AP1
10809,KBTBD8
10817,IGFN1
10818,ATP1A1
10823,LRRC58
10825,LMOD1
10826,ELF3
10827,PDCL2
10828,TMEM183A
10830,IGFBP7
10840,STK36
10842,NEK10
10843,CCDC141
10844,FEV
10848,EOMES
10850,AZI2
10851,TGFBR2
10853,ANKZF1
10855,FCRL4
10856,TRAT1
10857,FBLN2
10858,GLB1L
10859,STT3B
10861,DPPA2
10862,NFASC
10863,FCRL1
10866,CLASP2
10867,SUCLG1
10868,NUAK2
10869,SPTA1
10870,PRKCI
10871,MNDA
10872,PYHIN1
10873,IFI16
10874,AIM2
10875,EFHB
10877,SLC2A2
10879,FABP1
10891,CADPS
10892,NKX6-1
10894,WDFY3
10896,PTPN13
10898,ALB
10905,ADAMTS9
10906,PPM1K
10909,GMPS
10911,CCNL1
10912,PTX3
10922,RBM47
10932,TTC14
10937,MTHFD2L
10941,CCDC158
10943,GYG1
10944,HPS3
10946,TOPBP1
10947,RYK
10949,TCF23
10954,PLB1
10958,TGM4
10960,ZDHHC3
10964,LZTFL1
10965,FYCO1
10966,CCR1
10970,FBXO40
10972,ZNF148
10973,NMNAT3
10975,ZMYM6
10977,YEATS2
10978,GRIK3
10979,ZC3H12A
10988,TMEM41A
10990,SENP2
10998,PRKCD
11002,PBRM1
11003,UVSSA
11004,TASOR
11013,MTF1
11014,OTOP1
11021,ZNF691
11024,METAP1
11027,EMCN
11033,CAMP
11036,PLXNB1
11038,ATRIP
11041,BSN
11043,INTU
11045,HSPA4L
11046,MFSD8
11048,CAMKV
11050,MST1R
11051,RAD54L2
11052,TEX264
11057,ETNPPL
11059,PITX2
11062,NDST3
11071,MAP9
11072,GUCY1A1
11074,CEP44
11076,ASB5
11080,NPY1R
11082,NAA15
11086,ICE1
11087,HHIP
11089,ABCE1
11090,OTUD4
11096,SLC45A2
11097,EDIL3
11102,LMBRD2
11104,NIPBL
11105,RNF180
11106,ADGRV1
11109,PGGT1B
11113,CMBL
11119,PRDM9
11123,HTR4
11128,RHOBTB3
11133,ENPP6
11137,ERAP1
11139,CMYA5
11140,EGFLAM
11144,RICTOR
11145,TENT2
11146,EBF1
11155,TERT
11156,SLC6A18
11158,FOXQ1
11159,ACSL6
11163,SHROOM1
11167,GJB7
11172,TLX3
11173,TXLNB
11180,SAMD3
11181,TMEM200A
11183,DACT2
11188,IL31RA
11189,ANKRD55
11197,GALNT10
11200,HCN1
11201,MYOZ3
11203,NEUROD6
11204,BMT2
11205,GPR85
11210,BMPER
11213,KIF6
11214,ZNF12
11215,SLC29A4
11217,STEAP1
11219,SP8
11220,MIOS
11221,ELAPOR2
11224,IQUB
11225,HEY1
11230,COL1A2
11231,FNDC1
11233,SLC13A4
11238,CTSB
11239,SOX17
11240,HP
11241,ADCY1
11242,C8orf48
11244,C7orf57
11245,HNF4G
11247,RAD21
11248,SLC30A8
11251,SBSPON
11253,EN2
11254,KCNV1
11255,CSMD3
11256,SPIDR
11261,DEFA6
11264,SUN1
11265,OXR1
11266,TMEM74
11269,UNCX
11270,TMEM184A
11273,MICALL2
11275,INTS1
11277,SLC4A2
11279,FASTK
11284,ALDH7A1
11288,YWHAZ
11294,DCSTAMP
11298,FREM1
11310,PSIP1
11314,SYK
11316,ABCA1
11322,ZMAT4
11323,NKX6-3
11325,MAMDC2
11328,C8orf34
11329,TMC1
11330,ALDH1A1
11332,HGSNAT
11335,KIF27
11337,HNRNPK
11339,SVEP1
11340,TRPV6
11345,ZHX1
11346,CFAP47
11347,CYBB
11349,METTL27
11351,SHOC1
11355,RNF183
11357,PCDH19
11366,WNK2
11367,ATP7A
11370,HDX
11372,AQP7
11373,NOL6
11376,VCP
11379,BRWD3
11380,SLITRK5
11382,ARMC3
11385,FAT3
11386,DEUP1
11388,SLC7A3
11391,GPR101
11393,LRFN5
11394,LRRC18
11396,WRN
11398,TSHR
11406,FOLR2
11407,INPPL1
11408,PHOX2A
11413,HEPACAM
11414,SKA3
11416,DDIAS
11417,PCF11
11419,RPL10L
11422,DNAAF2
11424,MAGEC3
11425,ZNF22
11426,KLHDC2
11427,EML5
11435,CDX2
11438,KBTBD6
11441,OTX2
11442,FAAH2
11443,DRGX
11445,DACT1
11451,TAF3
11452,VSTM4
11453,VDAC2
11456,SLC18A2
11460,QSOX2
11462,NSD1
11466,CLEC1B
11467,SNAPC4
11470,ENTR1
11474,TSC1
11475,GFI1B
11481,RET
11483,BMS1
11485,JCAD
11490,SLC39A2
11493,ARHGEF40
11499,BTNL9
11500,CCDC186
11503,SALL2
11506,ERICH6B
11507,CYP2C19
11514,E2F7
11515,ARHGAP42
11517,OTOGL
11519,PACSIN3
11520,TTC7B
11524,AGBL2
11532,CLMN
11533,PDZRN4
11536,NELL1
11539,CACNB2
11543,CEP295
11544,KCNC2
11546,ABTB2
11548,AMOTL1
11549,HTRA1
11550,LIPC
11551,CEP57
11552,TCP11L2
11554,SPRED1
11560,GLB1L3
11561,ADAMTS15
11574,FBN1
11580,BRD7
11593,NOLC1
11596,GABRB3
11597,SPIC
11599,SGPL1
11601,CCT2
11603,ARIH1
11608,ZNF202
11611,CYYR1
11612,CUL5
11613,MYRFL
11616,C2
11617,PLEKHF1
11625,TRIM44
11630,DCHS1
